Date (date),Country Name (country_name),ISO Alpha 3 Code (alpha_3_code),Country Code (country_code),Region Name (region),Region Code (region_code),Sub-Region Name (sub_region),Sub-Region Code (sub_region_code),Harmonized System Code (hs_code),Commodity Name (commodity),Unit of Quantity (unit),Quantity of commodity (value_qt),Value of commodity quantity in INR (value_rs),Value of commodity quantity in US Dollars (value_dl)
"2019-09-01","United Kingdom of Great Britain and Northern Ireland","GBR","826","Europe","150","Northern Europe","154","62043990","Jackets Of All Othr Fibres","Nos","1.88","40.57","0.06"
"2017-02-01","Slovenia","SVN","705","Europe","150","Southern Europe","39","61083100","Nightdresses And Pyjamas Of Cotton","Nos","42.62","63.41","0.09"
"2015-03-01","Germany","DEU","276","Europe","150","Western Europe","155","17011410","Cane Jaggery","Kgs","3.95","2.75","0.0"
"2024-07-01","Austria","AUT","40","Europe","150","Western Europe","155","57011010","Hand-Made","Sqm","914.0","0.93","0.11"
"2019-01-01","United Kingdom of Great Britain and Northern Ireland","GBR","826","Europe","150","Northern Europe","154","85366110","Lmp Hldrs Of Plstcs","Nos","3.79","2.27","0.0"
"2018-07-01","Switzerland","CHE","756","Europe","150","Western Europe","155","62042990","Othr Ensembles Of Othr Txtl Matrals Othr Than Silk","Nos","0.13","0.92","0.0"
"2020-02-01","Finland","FIN","246","Europe","150","Northern Europe","154","95069990","Other Sports Equipments","Nos","3.54","11.37","0.02"
"2020-02-01","Switzerland","CHE","756","Europe","150","Western Europe","155","63049300","Other Furnishing Articles Of Synthetic Fibres,Not Knitted Or Crocheted","Nos","0.09","0.2","0.0"
"2015-12-01","Germany","DEU","276","Europe","150","Western Europe","155","61179000","Parts Of Garments,Knitd/Crchtd","Kgs","0.56","15.71","0.02"
"2015-12-01","Italy","ITA","380","Europe","150","Southern Europe","39","84592990","Others","Nos","0.0","1.52","0.0"
"2017-12-01","Germany","DEU","276","Europe","150","Western Europe","155","56031400","Man-Made Filmnt Wghng >150G/Sqm","Kgs","0.37","1.74","0.0"
"2017-04-01","Lithuania","LTU","440","Europe","150","Northern Europe","154","90189099","Othr Srgcl Instrmnts And Applncs (Incl Vtrnry)","Nos","19.88","20.43","0.03"
"2024-12-01","United Kingdom of Great Britain and Northern Ireland","GBR","826","Europe","150","Northern Europe","154","95069190","Other Gymnastic/Athletic Requisites","Kgs","64147.0","2.57","0.3"
"2020-02-01","United Kingdom of Great Britain and Northern Ireland","GBR","826","Europe","150","Northern Europe","154","19041010","Corn Flakes","Kgs","1.02","0.45","0.0"
"2021-11-01","Switzerland","CHE","756","Europe","150","Western Europe","155","57023140","Carpeting, Flr Rug Asnd The Like","Sqm","0.49","5.58","0.01"
"2019-08-01","Poland","POL","616","Europe","150","Eastern Europe","151","85311090","Othr Alarm","Nos","12.48","2.76","0.0"
"2018-12-01","Switzerland","CHE","756","Europe","150","Western Europe","155","28301000","Sodium Sulphide","Kgs","16.0","222.19","0.31"
"2024-11-01","Spain","ESP","724","Europe","150","Southern Europe","39","38029019","Other Actvtd Natrl Mnrl Prdcts","Kgs","24050.0","0.08","0.01"
"2016-12-01","Belgium","BEL","56","Europe","150","Western Europe","155","71023100","Non-Industrial Diamonds Unworked/Simply Sawn Cleaved Or Bruted","Ctm","255.13","10674.75","15.72"
"2025-02-01","Belgium","BEL","56","Europe","150","Western Europe","155","73071900","Other Cast Fittings","Kgs","101.0","0.03","0.0"
"2025-06-01","Sweden","SWE","752","Europe","150","Northern Europe","154","62114299","Cotn Grmnts Othr Thn Kurta And Salwar Wth/Without Duppatta - Other","Nos","11613.0","0.7","0.08"
"2016-11-01","Switzerland","CHE","756","Europe","150","Western Europe","155","87033191","Motor Cars Wth Cmprsn Igntn Wth Cylndr Cpcty <1500Cc","Nos","0.01","39.69","0.06"
"2017-12-01","Austria","AUT","040","Europe","150","Western Europe","155","33029012","Synthetic Essential Oils","Kgs","","0.47","0.0"
"2021-04-01","Iceland","ISL","352","Europe","150","Northern Europe","154","62029919","*Othr Smlr Grmnts Of Silk","Nos","0.01","0.86","0.0"
"2025-04-01","Italy","ITA","380","Europe","150","Southern Europe","39","9011139","Coffee Rob Parchment Other Grade","Kgs","635000.0","36.33","4.25"
"2015-07-01","Spain","ESP","724","Europe","150","Southern Europe","39","90289010","Parts And Accessories Of Electricity Meter","Kgs","6.26","151.11","0.24"
"2025-06-01","Estonia","EST","233","Europe","150","Northern Europe","154","74153990","Other Threaded Articles N.E.S.","Kgs","1606.0","0.14","0.02"
"2019-07-01","Germany","DEU","276","Europe","150","Western Europe","155","32041610","Reactive Yellows","Kgs","17.8","75.87","0.11"
"2024-05-01","Austria","AUT","40","Europe","150","Western Europe","155","34060010","Candles","Kgs","1032.0","0.03","0.0"
"2015-05-01","Germany","DEU","276","Europe","150","Western Europe","155","62064000","Blouses,Shirts Etc Of Man-Made Fibres","Nos","1371.81","4963.73","7.78"
"2016-12-01","Slovenia","SVN","705","Europe","150","Southern Europe","39","72230099","Wire Of Stnls Stl Of Thickns < 0.46 Mm","Kgs","5.73","14.81","0.02"
"2015-03-01","France","FRA","250","Europe","150","Western Europe","155","62045300","Skirts And Divided Skirts Of Synthetic Fibrs","Nos","138.9","531.39","0.85"
"2025-07-01","Switzerland","CHE","756","Europe","150","Western Europe","155","13019013","Asafoetida","Kgs","20.0","0.0","0.0"
"2024-06-01","Finland","FIN","246","Europe","150","Northern Europe","154","62079190","Othr Vests Of Cotton","Nos","2776.0","0.2","0.02"
"2016-10-01","Germany","DEU","276","Europe","150","Western Europe","155","21069080","Custard Powder","Kgs","0.07","0.35","0.0"
"2019-10-01","Russian Federation","RUS","643","Europe","150","Eastern Europe","151","40169940","Rubber Blankets","Kgs","0.85","10.43","0.01"
"2019-05-01","Portugal","PRT","620","Europe","150","Southern Europe","39","52054810","Grey","Kgs","14.94","216.96","0.31"
"2017-05-01","United Kingdom of Great Britain and Northern Ireland","GBR","826","Europe","150","Northern Europe","154","16055400","Cuttle Fish And Squid","Kgs","19.0","60.73","0.09"
"2017-08-01","France","FRA","250","Europe","150","Western Europe","155","62082100","*Nightdresses And Pyjamas Of Cotton","Nos","14.98","74.2","0.12"
"2025-07-01","Greece","GRC","300","Europe","150","Southern Europe","39","90213100","Artificial Joints","Nos","341.0","0.21","0.02"
"2017-04-01","Poland","POL","616","Europe","150","Eastern Europe","151","33019012","Ginger Oleoresins","Kgs","0.11","1.93","0.0"
"2017-06-01","Kingdom of the Netherlands","NLD","528","Europe","150","Western Europe","155","20079920","Guava","Kgs","52.0","29.52","0.05"
"2025-04-01","Kingdom of the Netherlands","NLD","528","Europe","150","Western Europe","155","87084000","Gear Boxes","Kgs","6465.0","1.22","0.14"
"2019-08-01","Denmark","DNK","208","Europe","150","Northern Europe","154","82032000","Pliers,Pincers,Tweezers And Smrl Tools","Kgs","0.47","1.58","0.0"
"2019-02-01","Slovenia","SVN","705","Europe","150","Southern Europe","39","84822090","Other Tapered Rolled Bearings","Nos","0.01","0.02",""
"2015-07-01","Italy","ITA","380","Europe","150","Southern Europe","39","62033200","Jackets And Blazers Of Cotton","Nos","4.87","64.21","0.1"
"2024-11-01","United Kingdom of Great Britain and Northern Ireland","GBR","826","Europe","150","Northern Europe","154","95051000","Articles For Christmas Festivities","Kgs","5284.0","2.39","0.28"
"2015-01-01","Denmark","DNK","208","Europe","150","Northern Europe","154","63014000","Blankets(Other Than Electric Blankets) And Travelling Rugs,Of Synthetic Fibres","Nos","7.36","16.86","0.03"
"2025-04-01","Russian Federation","RUS","643","Europe","150","Eastern Europe","151","45019000","Other Natural Cork","Kgs","200.0","0.03","0.0"
"2015-04-01","France","FRA","250","Europe","150","Western Europe","155","54078290","Others","Sqm","0.25","1.36","0.0"
"2025-06-01","Ireland","IRL","372","Europe","150","Northern Europe","154","76151029","Other Aluminium Utensils","Kgs","290.0","0.03","0.0"
"2016-05-01","Norway","NOR","578","Europe","150","Northern Europe","154","84671110","Pneumatic Drills","Nos","0.01","6.72","0.01"
"2015-11-01","United Kingdom of Great Britain and Northern Ireland","GBR","826","Europe","150","Northern Europe","154","39169027","Polypropylene","Kgs","0.29","1.95","0.0"
"2020-08-01","Netherlands Antilles","None","None","Europe","150","Western Europe","155","62052090","Of Cotton: Other","Nos","21.66","71.93","0.1"
"2020-05-01","Germany","DEU","276","Europe","150","Western Europe","155","9093119","Other Seeds Of Black Cummin Neither Crushed Nor Ground","Kgs","104.75","163.68","0.22"
"2019-09-01","Spain","ESP","724","Europe","150","Southern Europe","39","62102030","Outer Garments,Mens And Boys Of Textile Fabrics,Otherwise Impregnated Or Coated","Nos","0.05","3.1","0.0"
"2024-07-01","Poland","POL","616","Europe","150","Eastern Europe","151","83012000","Locks Of A Kind Used For Motor Vehicls","Nos","2778.0","0.17","0.02"
"2016-04-01","Kingdom of the Netherlands","NLD","528","Europe","150","Western Europe","155","30021012","*Tetanus Antisera","Kgs","0.3","28.27","0.04"
"2019-09-01","United Kingdom of Great Britain and Northern Ireland","GBR","826","Europe","150","Northern Europe","154","61178010","Othr Clotng Accessoris Of Silk","Nos","0.01","0.02",""
"2024-06-01","Belgium","BEL","56","Europe","150","Western Europe","155","57023290","Others","Sqm","40.0","0.01","0.0"
"2021-01-01","Ireland","IRL","372","Europe","150","Northern Europe","154","74181022","Of Copper","Kgs","0.26","2.0","0.0"
"2020-01-01","Italy","ITA","380","Europe","150","Southern Europe","39","17049030","Toffees,Caramels And Sim Sweets","Kgs","12.2","25.33","0.04"
"2016-07-01","Germany","DEU","276","Europe","150","Western Europe","155","85365020","Other Switches Of Plastics","Nos","0.13","0.96","0.0"
"2018-12-01","Switzerland","CHE","756","Europe","150","Western Europe","155","40117000","Of A Kind Used On Agricultural Or Forestry Vehicles And Machines","Nos","0.46","72.22","0.1"
"2019-09-01","Greece","GRC","300","Europe","150","Southern Europe","39","52093230","Drill","Sqm","15.86","13.0","0.02"
"2025-05-01","Kingdom of the Netherlands","NLD","528","Europe","150","Western Europe","155","30021290","Other","Kgs","2.0","0.0","0.0"
"2024-04-01","Belarus","BLR","112","Europe","150","Eastern Europe","151","30049011","Medicaments Of Ayurvedic System","Kgs","1246.0","0.19","0.02"
"2018-06-01","Spain","ESP","724","Europe","150","Southern Europe","39","82052000","Hammers And Sledge Hammers","Kgs","6.36","20.32","0.03"
"2019-12-01","Kingdom of the Netherlands","NLD","528","Europe","150","Western Europe","155","29029090","Other Cyclic Hydrocarbons","Kgs","12.0","73.1","0.1"
"2020-10-01","Germany","DEU","276","Europe","150","Western Europe","155","44219970","Articles Of Densified Wood Not Included Or Specified Elsewhere","Kgs","0.36","2.64","0.0"
"2017-04-01","Belgium","BEL","56","Europe","150","Western Europe","155","84713090","Othr Dgtl Automatc Data-Procesng Machine Weghng <=10Kg Wth A Keyboard And Display Consistng Of A Central Procesng Ma","Nos","0.03","49.27","0.08"
"2016-09-01","Sweden","SWE","752","Europe","150","Northern Europe","154","71049000","*Othr Syn/Recnctrctd Prcs/Semi Prcs Stones","Kgs","","3.12","0.0"
"2019-07-01","Latvia","LVA","428","Europe","150","Northern Europe","154","48192020","Boxes Of Non-Crrugated Paper And Paperboard","Kgs","0.07","0.19","0.0"
"2015-09-01","Italy","ITA","380","Europe","150","Southern Europe","39","29420014","Ranitidine","Kgs","1.12","36.92","0.06"
"2020-10-01","United Kingdom of Great Britain and Northern Ireland","GBR","826","Europe","150","Northern Europe","154","90121090","Others","Nos","0.0","0.27","0.0"
"2021-11-01","Germany","DEU","276","Europe","150","Western Europe","155","9092200","Crushed Or Ground Coriander","Kgs","0.3","0.54","0.0"
"2018-07-01","Germany","DEU","276","Europe","150","Western Europe","155","29420027","Atenolol, Propronalol","Kgs","0.08","2.01","0.0"
"2018-02-01","Belgium","BEL","56","Europe","150","Western Europe","155","19041020","Pawa,Mudi And The Like","Kgs","0.4","0.31","0.0"
"2024-12-01","Germany","DEU","276","Europe","150","Western Europe","155","72155010","Mild Steel Bright Bar","Kgs","358.0","0.0","0.0"
"2018-03-01","Germany","DEU","276","Europe","150","Western Europe","155","73201019","Other Leaf-Springs","Kgs","0.66","4.38","0.01"
"2020-07-01","Russian Federation","RUS","643","Europe","150","Eastern Europe","151","48239090","Others","Kgs","3.58","40.93","0.05"
"2021-02-01","Ukraine","UKR","804","Europe","150","Eastern Europe","151","73181900","Other Threaded Articles","Kgs","0.0","0.03",""
"2015-01-01","Austria","AUT","040","Europe","150","Western Europe","155","44170000","Tools,Tool Bodies,Tool Handles Broom Or Brush Bodies And Handles, Or Wood Boot Or Shoe Lasts And Trees,Of Wood","Kgs","0.15","7.75","0.01"
"2015-05-01","Slovenia","SVN","705","Europe","150","Southern Europe","39","73079310","Galvanised","Kgs","12.85","19.62","0.03"
"2018-11-01","Belgium","BEL","56","Europe","150","Western Europe","155","63049241","Table Cloth And Table Covers Of Handloom","Nos","1.45","11.87","0.02"
"2020-03-01","Belgium","BEL","56","Europe","150","Western Europe","155","84663090","Others","Nos","0.52","3.97","0.01"
"2020-09-01","United Kingdom of Great Britain and Northern Ireland","GBR","826","Europe","150","Northern Europe","154","62019990","*Othr Smlr Artcls Of Othr Fibres","Nos","0.14","2.4","0.0"
"2019-12-01","Norway","NOR","578","Europe","150","Northern Europe","154","71131940","Jewellery Of Gold Set With Precious And Semi Precious Stones Other Than Diamonds","Kgs","","0.35","0.0"
"2021-02-01","Estonia","EST","233","Europe","150","Northern Europe","154","46021990","Others","Kgs","7.69","19.45","0.03"
"2021-09-01","United Kingdom of Great Britain and Northern Ireland","GBR","826","Europe","150","Northern Europe","154","8109090","Other Fruits, Frsh","Kgs","12.52","13.72","0.02"
"2016-05-01","United Kingdom of Great Britain and Northern Ireland","GBR","826","Europe","150","Northern Europe","154","30049061","Analgin With Or Without Other Compounds Such As Paracetamol","Kgs","89.16","439.21","0.66"
"2021-01-01","Poland","POL","616","Europe","150","Eastern Europe","151","30049083","Sulpha Drugs Not Elsewhere Specified","Kgs","0.2","57.35","0.08"
"2018-10-01","France","FRA","250","Europe","150","Western Europe","155","82090010","Tungsten Carbide Tips","Kgs","0.01","1.36","0.0"
"2018-04-01","Germany","DEU","276","Europe","150","Western Europe","155","84807100","Injctn/Cmprsn Type Moulds Fr Rubbr/Plstcs","Kgs","3.65","202.77","0.31"
"2016-12-01","Germany","DEU","276","Europe","150","Western Europe","155","28112990","Other Inorgnc Oxgn Compnds Of Non-Mtls, Nes","Kgs","0.5","5.45","0.01"
"2016-11-01","France","FRA","250","Europe","150","Western Europe","155","87113020","Motr Cycls Wth Cylndr Cpcty >250 Bt<=500Cc","Nos","0.03","55.24","0.08"
"2024-10-01","Germany","DEU","276","Europe","150","Western Europe","155","85123010","Horns","Nos","85529.0","2.74","0.33"
"2018-02-01","Germany","DEU","276","Europe","150","Western Europe","155","84799090","Prts Of Othr Mchnry And Mchncl Applncs,Hvng Indvdl Functns","Kgs","31.19","571.95","0.89"
"2021-08-01","Poland","POL","616","Europe","150","Eastern Europe","151","86073090","Others","Kgs","0.71","2.53","0.0"
"2021-02-01","Italy","ITA","380","Europe","150","Southern Europe","39","62099010","Babies Garments And Clothing Access Of Silk","Nos","0.02","0.57","0.0"
"2017-10-01","France","FRA","250","Europe","150","Western Europe","155","28255000","Copper Oxides And Hydroxides","Kgs","6.0","23.22","0.04"
"2017-04-01","Spain","ESP","724","Europe","150","Southern Europe","39","87089100","Radiators","Kgs","21.39","111.05","0.17"
"2025-06-01","France","FRA","250","Europe","150","Western Europe","155","71162000","Articles Of Precious Or Semi Precious Stones(Natural Synthetic/Reconstructed)","Kgs","494.0","0.47","0.06"
"2017-09-01","Portugal","PRT","620","Europe","150","Southern Europe","39","82052000","Hammers And Sledge Hammers","Kgs","0.12","0.09","0.0"
"2025-06-01","Russian Federation","RUS","643","Europe","150","Eastern Europe","151","39235010","Caps And Closures For Bottles","Kgs","3583.0","0.17","0.02"
"2017-02-01","Portugal","PRT","620","Europe","150","Southern Europe","39","84322100","Disc Harrows","Nos","2.47","35.0","0.05"
"2024-12-01","France","FRA","250","Europe","150","Western Europe","155","95066230","Basket Ball","Nos","3200.0","0.06","0.01"
"2021-08-01","Denmark","DNK","208","Europe","150","Northern Europe","154","39046100","Polytetrafluoroethylene","Kgs","12.0","82.94","0.11"
"2021-07-01","Russian Federation","RUS","643","Europe","150","Eastern Europe","151","68129300","*Cmprssd Asbsts Fbre Jointng;In Sheet/Roll","Kgs","9.3","10.76","0.01"
"2018-09-01","Portugal","PRT","620","Europe","150","Southern Europe","39","55151130","Fbrc Of Polstr,Mxd Wth Viscos Ryon,Dyed","Sqm","208.1","281.66","0.39"
"2021-10-01","United Kingdom of Great Britain and Northern Ireland","GBR","826","Europe","150","Northern Europe","154","33049190","Other Powders Whether Or Not Compressed","Kgs","0.1","2.15","0.0"
"2017-08-01","Spain","ESP","724","Europe","150","Southern Europe","39","62044390","Othr Dresses Of Synth Fibres","Nos","375.42","2097.83","3.28"
"2019-09-01","United Kingdom of Great Britain and Northern Ireland","GBR","826","Europe","150","Northern Europe","154","29061390","Other Sterols And Inositols","Kgs","0.0","0.38","0.0"
"2016-08-01","Ukraine","UKR","804","Europe","150","Eastern Europe","151","12079930","Niger Seed W/N Broken","Kgs","2.5","4.78","0.01"
"2016-02-01","United Kingdom of Great Britain and Northern Ireland","GBR","826","Europe","150","Northern Europe","154","55121110","Woven Fbrcs, Unblechd","Sqm","0.98","0.76","0.0"
"2021-06-01","Austria","AUT","40","Europe","150","Western Europe","155","69022090","Othr Rfrtry Brks Cntg >50% Of Almna,Silica","Ton","0.0","2.25","0.0"
"2015-02-01","Germany","DEU","276","Europe","150","Western Europe","155","63049260","Towel Orht Thn Terry Of Cotn, Ntkntd/Crcht","Nos","497.34","363.12","0.59"
"2021-08-01","Sweden","SWE","752","Europe","150","Northern Europe","154","63029190","Other Bed Linen, Table Lenen, Toilet Linen, Kitchen Linen: Of Cotton, Other Than Handloom","Kgs","0.58","9.4","0.01"
"2015-07-01","United Kingdom of Great Britain and Northern Ireland","GBR","826","Europe","150","Northern Europe","154","84485190","Snkrs,Nedl Etc. Of Other Txtl Machinery","Kgs","0.0","0.03",""
"2025-01-01","Italy","ITA","380","Europe","150","Southern Europe","39","85073000","Nickel-Cadmium Accumulators","Nos","8.0","1.15","0.13"
"2015-07-01","France","FRA","250","Europe","150","Western Europe","155","73069019","Erw Precision Other Tubes Made Up Of Other","Kgs","6.79","35.1","0.06"
"2024-12-01","Russian Federation","RUS","643","Europe","150","Eastern Europe","151","61099090","T-Shirt Etc Of Othr Fibres","Nos","15319.0","0.37","0.04"
"2016-10-01","Norway","NOR","578","Europe","150","Northern Europe","154","85369010","Other Appratus Of Heading 8536 Speed Incl Revrsng Strtrs At <=60 Volts","Nos","0.0","0.15","0.0"
"2018-02-01","Russian Federation","RUS","643","Europe","150","Eastern Europe","151","72222012","Bright Bars-Nckl Chromium Austenitic Type","Kgs","461.53","716.45","1.11"
"2017-08-01","Italy","ITA","380","Europe","150","Southern Europe","39","29333919","Other Derivatives Of Pyradine","Kgs","5.01","96.86","0.15"
"2020-09-01","Germany","DEU","276","Europe","150","Western Europe","155","39202090","Pltes Shts Of Polymrs Of Propyln Nes","Kgs","74.68","202.48","0.28"
"2025-07-01","Spain","ESP","724","Europe","150","Southern Europe","39","72224020","Angles Etc.Of Less Than 80 Mm","Kgs","267964.0","5.6","0.65"
"2016-08-01","Germany","DEU","276","Europe","150","Western Europe","155","84383090","Sugar Manufacturing Mchnry(Excl Cntrfgs)","Nos","0.0","0.34","0.0"
"2019-02-01","Ukraine","UKR","804","Europe","150","Eastern Europe","151","39231030","Boxs Cases Crates And Smlr Artcls Of Plstcs Insulated Ware","Kgs","3.52","17.68","0.02"
"2025-02-01","Italy","ITA","380","Europe","150","Southern Europe","39","74198090","Other Articles Of Copper","Kgs","839.0","0.03","0.0"
"2018-11-01","France","FRA","250","Europe","150","Western Europe","155","39201099","Othr Plts,Sheet Of Polymrs Of Ethylene Nes","Kgs","0.02","1.39","0.0"
"2017-09-01","Kingdom of the Netherlands","NLD","528","Europe","150","Western Europe","155","90158010","Hydrographic Instrument","Nos","0.01","0.37","0.0"
"2024-11-01","Denmark","DNK","208","Europe","150","Northern Europe","154","90319000","Parts And Accessories Of Instrmnts Of 9031","Nos","200.0","0.01","0.0"
"2025-05-01","Denmark","DNK","208","Europe","150","Northern Europe","154","85014090","Other A.C.Motors,Single Phase","Nos","384.0","0.24","0.03"
"2018-03-01","Poland","POL","616","Europe","150","Eastern Europe","151","87089400","Sterng Wheels,Sterng Columns And Sterng Boxs","Kgs","40.43","197.08","0.3"
"2015-01-01","Germany","DEU","276","Europe","150","Western Europe","155","62021110","*Coats Of Wool Or Fine Animal Hair","Nos","0.07","0.32","0.0"
"2018-12-01","Serbia","SRB","688","Europe","150","Southern Europe","39","68022390","Others","Kgs","103.5","31.52","0.04"
"2016-09-01","France","FRA","250","Europe","150","Western Europe","155","7129030","Dehydrated Garlic Flakes","Kgs","18.0","44.56","0.07"
"2016-09-01","Germany","DEU","276","Europe","150","Western Europe","155","85469090","Othr Elctrl Insltrs Of Othr Matrls","Kgs","23.45","193.07","0.29"
"2017-11-01","Malta","MLT","470","Europe","150","Southern Europe","39","26203090","Other Ash And Residues Contg Mainly Copper","Kgs","28.0","1.54","0.0"
"2016-07-01","France","FRA","250","Europe","150","Western Europe","155","30045020","Mineral And Parenteral Nutritional Spplmnts/Contng Calsium Slts Wth Vtmn In Tablts Etc","Kgs","1.06","27.77","0.04"
"2015-05-01","Spain","ESP","724","Europe","150","Southern Europe","39","57033010","*Carpts,Carpeting And Rugs","Sqm","1.98","11.83","0.02"
"2020-12-01","Germany","DEU","276","Europe","150","Western Europe","155","32030010","Cutch(Catechu) Extracts","Kgs","18.01","39.13","0.05"
"2024-07-01","Slovenia","SVN","705","Europe","150","Southern Europe","39","84143000","Compressors Usd In Reprigerating Equipment","Nos","4.0","0.0","0.0"
"2025-04-01","France","FRA","250","Europe","150","Western Europe","155","90173010","Calipers And Micrometers","Nos","95.0","0.0","0.0"
"2015-03-01","Belgium","BEL","56","Europe","150","Western Europe","155","38021000","Activated Carbon","Kgs","86.0","85.32","0.14"
"2015-02-01","France","FRA","250","Europe","150","Western Europe","155","39269029","Othr Couplers,Packing Ring, O Rings And Like","Kgs","1.09","1.52","0.0"
"2017-06-01","United Kingdom of Great Britain and Northern Ireland","GBR","826","Europe","150","Northern Europe","154","85322500","Othr Fxd Capactrs Dielctrc Of Papr/Plstcs","Nos","17.36","2.35","0.0"
"2024-07-01","France","FRA","250","Europe","150","Western Europe","155","90312000","Test Benches","Nos","2.0","1.96","0.23"
"2024-04-01","Switzerland","CHE","756","Europe","150","Western Europe","155","40119000","Other","Nos","194.0","0.04","0.01"
"2020-06-01","Poland","POL","616","Europe","150","Eastern Europe","151","96081099","Other Ball-Point Pens Without Liquid Ink (For Rolling Ball Pen)","Nos","15.9","2.92","0.0"
"2015-10-01","United Kingdom of Great Britain and Northern Ireland","GBR","826","Europe","150","Northern Europe","154","33059011","Perfumed Hair Oil","Kgs","0.44","1.81","0.0"
"2019-05-01","Poland","POL","616","Europe","150","Eastern Europe","151","61044300","Dresses Of Synthetic Fibres","Nos","16.6","29.07","0.04"
"2017-11-01","Spain","ESP","724","Europe","150","Southern Europe","39","63109010","Woollen Rags","Kgs","23.43","32.43","0.05"
"2020-12-01","United Kingdom of Great Britain and Northern Ireland","GBR","826","Europe","150","Northern Europe","154","72172010","Wire, 18 Swg And Thicker","Kgs","168.6","135.64","0.18"
"2017-10-01","Italy","ITA","380","Europe","150","Southern Europe","39","63039100","Other Curtain Etc Of Cotton","Kgs","37.1","172.06","0.26"
"2015-12-01","France","FRA","250","Europe","150","Western Europe","155","40151900","Other Gloves,Mittens And Mitts","Prs","339.23","67.35","0.1"
"2015-10-01","Bulgaria","BGR","100","Europe","150","Eastern Europe","151","72109090","Othr Flt-Rld Prdcts Of Iron/Non Aloy Stl Clad,Pltd Or Cotd,Of Wdth>=600Mm N.E.S.","Kgs","49.0","22.8","0.04"
"2021-06-01","Poland","POL","616","Europe","150","Eastern Europe","151","82072000","Dies For Drawng Or Extrudng Metal","Kgs","0.73","12.67","0.02"
"2024-07-01","Hungary","HUN","348","Europe","150","Eastern Europe","151","85129000","Parts Of Elctrcl Lightng/Signalng Equip","Kgs","7084.0","0.38","0.05"
"2016-11-01","Malta","MLT","470","Europe","150","Southern Europe","39","29334900","Othe Cmpnds Cntng In Structure A Quinolineor Isoquinoline Ring System (W/N Hydrgntd),Not Further Fused","Kgs","0.16","372.9","0.55"
"2017-02-01","Poland","POL","616","Europe","150","Eastern Europe","151","72230092","Wire Of Stains Stl Of Thckns 1.5 To 0.46Mm","Kgs","10.48","23.92","0.04"
"2019-03-01","Norway","NOR","578","Europe","150","Northern Europe","154","63023100","Other Bed Linen Of Cotton","Kgs","4.22","44.75","0.06"
"2015-01-01","Switzerland","CHE","756","Europe","150","Western Europe","155","56012110","Absorbent Cotton Wool","Kgs","109.78","172.46","0.28"
"2019-04-01","Sweden","SWE","752","Europe","150","Northern Europe","154","40141010","Rubber Contraceptives Male(Condoms)","Kgs","492.48","8.06","0.01"
"2021-12-01","Germany","DEU","276","Europe","150","Western Europe","155","28112200","Silicon Dioxide","Kgs","32.13","87.85","0.12"
"2021-01-01","Monaco","MCO","492","Europe","150","Western Europe","155","57019011","Hand-Made","Sqm","0.01","0.38","0.0"
"2021-10-01","Ukraine","UKR","804","Europe","150","Eastern Europe","151","30049057","Other Antitubercular Drugs","Kgs","3.08","494.07","0.66"
"2024-11-01","Poland","POL","616","Europe","150","Eastern Europe","151","84818090","Others","Kgs","5027.0","0.71","0.08"
"2024-04-01","Kingdom of the Netherlands","NLD","528","Europe","150","Western Europe","155","70200090","Other Articles Of Glss Nes","Kgs","93671.0","3.78","0.45"